Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
5fa27223d3c0dd76edb12101,9d89832f-8432-4e15-bffb-46854f9b107e,PHYSICAL,the-store,hold,Hold by Michael Donkor,"<p class="""">Moving between Ghana and London, <em>Hold</em> is an intimate coming-of-age novel. It's a story of friendship and family, shame and forgiveness; of learning what we should cling to, and when we need to let go.</p><p class="""">‘An unpredictable and generous-hearted novel' — Sarah Winman <br>’A powerful and important work of fiction' — Courttia Newland</p><p class="""">Michael Donkor is the freshest new voice in Black British literature, and Hold crosses borders and brings Ghanaian culture to life in Britain' —Derek Owusu, author of <em>Safe</em></p><p class="""">Two girls, two different worlds, one unexpected friendship.</p><p class="""">Belinda is everything a good Ghanaian housegirl should be. Diligent and uncomplaining, she knows exactly how to follow the rules. Amma has never been a great one for rule-keeping. And when her parents meet Belinda on a visit from England they suspect she might be just the shining example their wayward teenager daughter needs. So Belinda must leave behind her old life and travel to London to befriend a girl who shows no desire for her company.</p><p class="""">But in this bewildering city, surprises are waiting down every bus route, and when the cracks in Amma's defences open up, the secrets they have both been holding onto are brought into the light.</p><p class="""">ISBN: 9780008280345 | Published: June 2018 | Hardcover</p>",SQ5747715,,,,,,,24.99,0,No,1,"/genre/young-adult, /region/ukeurope/england, /region/africa/ghana, /genre/literary-fiction, /black, /genre/general-fiction","coming of age, LGBTQIA+, Black, Black British, Ghanaian-British",0.4,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3d9a66697f442c1b4b2b8/1604573609179/MICHAEL+DONKOR+hold.jpg
5fa27224d3c0dd76edb12129,e73016ab-c583-4f07-b0d2-4933ab17dedb,PHYSICAL,the-store,the-parking-lot-attendant,The Parking Lot Attendant by Nakfote Tamirat,"<p class="""">Named a New York Times Notable Book of the Year <br>Shortlisted for the Center For Fiction First Novel Prize <br>Named a Booklist Best Book of the Year</p><p class="""">A mesmerizing, indelible coming-of-age story about a girl in Boston's tightly-knit Ethiopian community who falls under the spell of a charismatic hustler out to change the world.</p><p class="""">A haunting story of fatherhood, national identity, and what it means to be an immigrant in America today, Nafkote Tamirat's <em>The Parking Lot Attendant </em>explores how who we love, the choices we make, and the places we're from combine to make us who we are.</p><p class="""">The story begins on an undisclosed island where the unnamed narrator and her father are the two newest and least liked members of a commune that has taken up residence there. Though the commune was built on utopian principles, it quickly becomes clear that life here is not as harmonious as the founders intended. After immersing us in life on the island, our young heroine takes us back to Boston to recount the events that brought her here. Though she and her father belong to a wide Ethiopian network in the city, they mostly keep to themselves, which is how her father prefers it. This detached existence only makes Ayale's arrival on the scene more intoxicating.</p><p class="""">The unofficial king of Boston's Ethiopian community, Ayale is a born hustler-when he turns his attention to the narrator, she feels seen for the first time. Ostensibly a parking lot attendant, Ayale soon proves to have other projects in the works, which the narrator becomes more and more entangled in to her father's growing dismay. By the time the scope of Ayale's schemes-and their repercussions-become apparent, our narrator has unwittingly become complicit in something much bigger and darker than she ever imagined.</p><p class="""">ISBN: 9781250128508 | Published: April 2018 | Hardcover</p>",SQ7533053,,,,,,,42.99,0,No,1,"/region/america/usa, /region/africa/ethiopia, /genre/literary-fiction, /genre/general-fiction","Ethiopian-American, Black, Black American, debut",0.33,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3da1d4fac8d7336ffa088/1604573769269/NAFKOTE+TAMIRAT+the+parking+lot+attendant.jpg
5fa27224d3c0dd76edb1214e,fb8d3f66-2d29-4416-8634-b74fd076df66,PHYSICAL,the-store,the-displaced,"The Displaced: Refugee Writers on Refugee Lives, edited by Viet Thanh Nguyen","<p class="""">In January 2017, Donald Trump signed an executive order stopping entry to the United States from seven predominantly Muslim countries and dramatically cutting the number of refugees allowed to resettle in the United States each year. The American people spoke up, with protests, marches, donations, and lawsuits that quickly overturned the order. But the refugee caps remained. </p><p class="""">In <em>The Displaced</em>, Pulitzer Prize-winning writer Viet Thanh Nguyen, himself a refugee, brings together a host of prominent refugee writers to explore and illuminate the refugee experience. Featuring original essays by a collection of writers from around the world, <em>The Displaced</em> is an indictment of closing our doors, and a powerful look at what it means to be forced to leave home and find a place of refuge. </p><p class="""">ISBN: 9781419729485 | Published: September 2019 | Paperback</p>",SQ6555844,,,,,,,34.99,0,No,4,"/region/america/usa, /genre/non-fiction/essays, /genre/anthology","refugees, politics, multiple authors",0.31,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3f2955c92c26e81b94315/1604579992777/VIET+THANH+NGUYEN+the+displacedjpg.jpg
5fa27225d3c0dd76edb1217f,4cda143f-593d-4034-a31a-f4819a4bfd96,PHYSICAL,the-store,newcomer,Newcomer by Keigo Higashino,"<p class=""""><strong>Translated by Giles Murray</strong></p><p class="""">* A New York Times Editor's Choice *</p><p class="""">Part Sherlock Holmes, part Harry Bosch, Higashino's hero is a quietly majestic force to be reckoned with. — Kirkus Reviews (starred)</p><p class="""">International bestseller Keigo Higashino returns with his latest mindbender — <em>Newcomer </em>— as newly transferred Tokyo Police Detective Kyochiro Kaga is assigned to a baffling murder.</p><p class="""">Detective Kyochiro Kaga of the Tokyo Police Department has just been transferred to a new precinct in the Nihonbashi area of Tokyo. Newly arrived, but with a great deal of experience, Kaga is promptly assigned to the team investigating the murder of a woman. But the more he investigates, the greater number of potential suspects emerges. It isn't long before it seems nearly all the people living and working in the business district of Nihonbashi have a motive for murder.</p><p class="""">To prevent the murderer from eluding justice, Kaga must unravel all the secrets surrounding a complicated life. Buried somewhere in the woman's past, in her family history, and the last few days of her life is the clue that will lead to the murderer.</p><p class="""">From the international bestseller Keigo Higashino, author of <em>The Devotion of Suspect X</em>, comes one of his finest works of crime fiction yet.</p><p class="""">ISBN: 9781408711828 | Published: November 2018 | Paperback</p>",SQ8230306,,,,,,,32.99,0,No,2,"/genre/crime-mystery, /genre/translated, /region/asia/china/japan","Japanese, series, detective kaga",0.47,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3ea33239d614df96b0bf6/1604577846095/KEIGI+HIGASHINNO+newcomer.jpg
5fa27226d3c0dd76edb12186,c9ea7280-ca16-43eb-bbce-7f52dcfb50b2,PHYSICAL,the-store,cult-x,"Cult X by Fuminori Nakamura, translated by Kalau Almony","<p class="""">The magnum opus by Japanese literary sensation Fuminori Nakamura, <em>Cult X</em> is a story that dives into the psychology of fringe religion, obsession, and social disaffection. </p><p class="""">When Toru Narazaki’s girlfriend, Ryoko Tachibana, disappears, he tries to track her down, despite the warnings of the private detective he’s hired to find her. Ryoko’s past is shrouded in mystery, but the one concrete clue to her whereabouts is a previous address in the heart of Tokyo. She lived in a compound with a group that seems to be a cult led by a charismatic guru with a revisionist Buddhist scheme of life, death, and society. Narazaki plunges into the secretive world of the cult, ready to expose himself to any of the guru’s brainwashing tactics if it means he can learn the truth about Ryoko. But the cult isn’t what he expected, and he has no idea of the bubbling violence he is stepping into. </p><p class="""">Inspired by the 1995 sarin gas terrorist attack on the Tokyo subway, <em>Cult X</em> is an exploration of what draws individuals into extremism. It is a tour de force that captures the connections between astrophysics, neuroscience, and religion; an invective against predatory corporate consumerism and exploitative geopolitics; and a love story about compassion in the face of nihilism. </p><p class="""">A Japanese Bestseller, with over 400,000 copies sold<br>A LitHub Most Anticipated Crime, Mystery, and Thriller Title of 2018 <br>A Library Journal Best Book of 2018 </p><p class="""">‘You’ll think about Nakamura’s questions long after you’ve closed his book’s covers. He uses the conventions of a genre to prop up a tent for big ideas about groupthink and individual responsibility. If you feel a few frissons along the way? Consider how easily you might be seduced into a cult, and then take a long, cold shower.’ — NPR </p><p class="""">‘Nakamura’s talent for characterization and willingness to engage make this a novel worth wrestling with.’ — Los Angeles Review of Books '</p><p class="""">‘The Fuminori Nakamura novel we’ve been waiting for . . . [Nakamura’s] talent has always been for exploring the lives of those on the fringes of society, the damaged and the ostracized, and that remains at the heart of this work.’ — The Japan Times</p><p class="""">ISBN 9781641290234 | Published: December 2014 | Paperback</p>",SQ8241847,,,,,,,29.99,0,No,3,"/genre/crime-mystery, /genre/thriller, /genre/translated, /region/asia/china/japan","Japanese, cult, extremism",0.47,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3db5ac1d01e0ea8020ce8/1604574046733/FUMINORI+NAKAMURA+cult+x.jpg
5fa27226d3c0dd76edb12193,d7da472c-4b96-4884-b166-e30cf107dd71,PHYSICAL,the-store,we-the-survivors,"We, the Survivors by Tash Aw","<p class="""">From the author of <em>The Harmony Silk Factory</em> and <em>Five Star Billionaire</em>, a compelling depiction of a man’s act of violence, set against the backdrop of Asia in flux. </p><p class="""">Ah Hock is an ordinary man of simple means. Born and raised in a Malaysian fishing village, he favors stability above all, a preference at odds with his rapidly modernizing surroundings. So what brings him to kill a man? </p><p class="""">This question leads a young, privileged journalist to Ah Hock’s door. While the victim has been mourned and the killer has served time for the crime, Ah Hock's motive remains unclear, even to himself. His vivid confession unfurls over extensive interviews with the journalist, herself a local whose life has taken a very different course. The process forces both the speaker and his listener to reckon with systems of power, race, and class in a place where success is promised to all yet delivered only to its lucky heirs. </p><p class="""">An uncompromising portrait of an outsider navigating a society in transition, Tash Aw’s anti-nostalgic tale, <em>We, the Survivors</em>, holds its tension to the very end. In the wake of loss and destruction, hope is among the survivors. </p><p class="""">ISBN: 9780008318550 | Published: April 2019 | Paperback</p>",SQ2445333,,,,,,,29.99,0,No,2,"/region/asia/south-east-asia/malaysia, /genre/literary-fiction, /genre/general-fiction",,0.38,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3db9b2c904942e4a680c5/1604574110553/TASH+AW+we+the+survivors.jpg
5fa27226d3c0dd76edb1219e,85e7bd35-78c9-4eb5-9b46-0da6d09ce082,PHYSICAL,the-store,immigrant-montana,"Immigrant, Montana by Amitava Kumar","<p class="""">A NEW YORK TIMES NOTABLE BOOK <br>ONE OF THE NEW YORKER’S BEST BOOKS OF THE YEAR </p><p class="""">Carrying a single suitcase, Kailash arrives in post-Reagan America from India to attend graduate school. As he begins to settle into American existence, Kailash comes under the indelible influence of a charismatic professor, and also finds his life reshaped by a series of very different women with whom he recklessly falls in and out of love. Looking back on the formative period of his youth, Kailash’s wry, vivid perception of the world he is in, but never quite of, unfurls in a brilliant melding of anecdote and annotation, picture and text. </p><p class="""">Building a case for himself, both as a good man in spite of his flaws and as an American in defiance of his place of birth, Kailash weaves a story that is at its core an incandescent investigation of love — despite, beyond, and across dividing lines.  </p><p class="""">ISBN 9780525436676 | Published: July 2017 | Paperback</p>",SQ4172203,,,,,,,19.99,0,No,0,"/region/america/usa, /genre/literary-fiction, /region/asia/south-asia/india, /genre/general-fiction","contemporary, satire, immigrant",0.25,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa766bd64a757513ae104ab/1604806336618/AMITAVA+KUMAR+immigrant%2C+montana.jpg
5fa27227d3c0dd76edb121c3,41149580-18df-4b0f-95e6-cb1c73ca31f8,PHYSICAL,the-store,the-one-who-wrote-destiny,The One Who Wrote Destiny by Nikesh Shukla,"<p class="""">A big-hearted, utterly charming carousel of a novel about three generations of the same family, riven by feuds and falling-outs, united by fates and fortunes.</p><p class="""">'A beautiful, brilliant modern classic.' — Guardian, Best Summer Books 2018</p><p class="""">Mukesh has just moved from Kenya to the drizzly northern town of Keighley. He was expecting fame, fortune, the Rolling Stones and a nice girl, not poverty, loneliness and racism. Still, he might not have found Keith Richards, but he did find the girl.</p><p class="""">Neha is dying. Lung cancer, a genetic gift from her mother and an invocation to forge a better relationship with her brother and her widowed father before it's too late. The problem is, her brother is an unfunny comedian and her idiot father is a first-generation immigrant who moved to Keighley of all places.</p><p class="""">Rakesh is grieving. He lost his mother and his sister to the same illness, and his career as a comedian is flat-lining. Sure, his sister would have claimed that it was because he was simply unfunny, but he can't help feel that there is more to it than that — more to do with who he is and where he comes from rather than the content of his jokes.</p><p class="""">Ba has never looked after her two young grandchildren before. After her daughter died, her useless son-in-law dumped them on her doorstep for a month and now she has to try and work out how to bond with two children who are used to England, not to the rhythms of Kenya...</p><p class="""">ISBN: 9781786492807 | Published: April 2018 | Paperback</p>",SQ1878045,,,,,,,26.25,0,No,1,"/region/ukeurope/england, /region/africa/kenya, /genre/general-fiction","contemporary, multigenerational, kenya, kenyan-english, kenyan-british, Black, Black British, LGBTQIA+",0.35,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3deb1135df2729fbbc7c6/1604574900906/NIKESH+SHUKLA+the+one+who+wrote+desitiny.jpg
5fa27227d3c0dd76edb121ce,98463dfe-9922-4fa3-a690-6ea970d5ab14,PHYSICAL,the-store,leila,Leila by Prayaag Akbar,"<p class="""">This tale of motherly love blends the page-turning urgency of <em>The Girl in the Red Coat</em> with the political force of <em>Slumdog Millionaire </em>to create a searing parable of a novel about what happens when the few live at the expense of the many ...</p><p class="""">Every year on Leila's birthday Shalini kneels by the wall with a little yellow spade and scoops dry earth to make a pit for two candles. One each for herself and for Riz, the husband at her side. But as Shalini walks from the patch of grass where she held her vigil the man beside her melts away.</p><p class="""">It is sixteen years since they took her, her daughter's third birthday party, the last time she saw the three people she loves most dearly: her mother, her husband, her child. There are thirty-two candle stubs buried in that lawn, and Shalini believes her search is finally drawing to a close. When she finds Leila, she will return and dig up each and every one.</p><p class="""">ISBN: 9780571341313 | Published: April 2017 | Hardcover</p>",SQ4753326,,,,,,,24.99,0,No,1,"/genre/sci-fi-fantasy, /region/asia/south-asia/india","dystopia, speculative fiction",0.35,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3e6d46697f442c1b5e81a/1604576983508/PRAYAGG+AKBAR+Leila.jpg
5fa27227d3c0dd76edb121f1,009e5e11-de9a-44ef-a6a1-ec64c4aef14a,PHYSICAL,the-store,the-atheist-muslim,The Atheist Muslim by Ali A. Rizvi,"<p class=""""><strong>A journey from religion to reason</strong></p><p class="""">In much of the Muslim world, religion is the central foundation upon which family, community, morality, and identity are built. The inextricable embedment of religion in Muslim culture has forced a new generation of non-believing Muslims to face the heavy costs of abandoning their parents’ religion: disowned by their families, marginalized from their communities, imprisoned, or even sentenced to death by their governments.</p><p class="""">Struggling to reconcile the Muslim society he was living in as a scientist and physician and the religion he was being raised in, Ali A. Rizvi eventually loses his faith. Discovering that he is not alone in his beliefs, he moves to North America and promises to use his new freedom of speech to represent the voices that are usually quashed before reaching the mainstream media — the Atheist Muslim.</p><p class="""">In <em>The Atheist Muslim</em>, we follow Rizvi as he finds himself caught between two narrative voices he cannot relate to: extreme Islam and anti-Muslim bigotry in a post-9/11 world. The Atheist Muslim recounts the journey that allows Rizvi to criticize Islam — as one should be able to criticize any set of ideas — without demonizing his entire people.</p><p class="""">Emotionally and intellectually compelling, his personal story outlines the challenges of modern Islam and the factors that could help lead it toward a substantive, progressive reformation.</p><p class="""">ISBN: 9781250094445 | Published: December 2016 | Hardcover</p>",SQ8122702,,,,,,,42.99,0,No,1,"/genre/non-fiction/biography-and-memoir, /region/asia/south-asia/pakistan, /region/america/canada","canada, pakistani, memoir, pakistani-canadian, muslim, religion, faith",0.44,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3dc44093b666f3ed51acd/1604574279408/ALI+A+RIZVI+the+athiest+muslim.jpg
5fa27228d3c0dd76edb12206,28c87d35-ef01-49cc-a71f-573d7154dc93,PHYSICAL,the-store,the-burning-land,The Burning Land by George Alagiah,"<p class="""">The exhilarating debut political thriller from the award-winning BBC broadcaster George Alagiah. </p><p class="""">'It was never meant to be like this. Sabotage, yes. Propaganda, yes. All of that and more - but not this. Not murder.' </p><p class="""">As greed and corruption taint the optimism of a nation, the political becomes deeply personal for former childhood friends, Lindi and Kagiso. Their beloved home country, South Africa, is rapidly turning into a powder keg, as nations fight for ownership of its land and resources. With the murder of one of the nation's bright young hopes, the fuse is well and truly lit. </p><p class="""">As the hunt for his killer intensifies, Lindi and Kagiso come together to protect the land and people they love; even as events are set in motion that no one — least of all they — can control. </p><p class="""">ISBN: 9781786897923 | Published: October 2019 | Paperback</p>",SQ4186451,,,,,,,29.99,0,No,1,"/region/africa/south-africa, /genre/crime-mystery, /genre/thriller, /genre/general-fiction","debut, politics, war, political thriller",0.36,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3de538ef5364fcdf151f1/1604574807281/GEORGE+ALAGIAH+the+burning+land.jpg
5fa27229d3c0dd76edb1222b,e3ed355c-466f-4526-b7e8-0476f993a741,PHYSICAL,the-store,prize-fighter,Prize Fighter by Future D. Fidel,"<p class="""">A Congolese refugee getting by in the Australian suburbs, Isa has a background that seems unimaginable in his new country - a childhood as a boy soldier. Now, Isa's a brilliant boxer, but his most difficult opponent isn't in the ring — it's the terrors of his past. </p><p class="""">The powerful debut novel from acclaimed playwright Future D. Fidel. Isa Alaki is not from here. </p><p class="""">At ten years old, Isa's life in the Congolese city of Bukavu changed forever. The streets were burning. The town was mostly silent, like a ghost town, until the yelling started. At school, Isa knows he has to get home. The soldiers would be looking for his father. The sound of gunfire, the sharp smell of blood and the screams of his sister still echo in his head. Back then, he had a choice to make. Death or a gun. He picked up the gun and became a child soldier, forced to fight for the same forces that massacred his family. </p><p class="""">After years of horror, Isa escaped, and he is given a chance of freedom when he travels to Australia. He brings with him papers that grant him refugee status, the hope that he can find his brother, Moise, and the scars of a brutal war. </p><p class="""">Here, the fighting skills Moise taught him when he was a boy see Isa become a talented young boxer. He spends his days punching away the past, punching away the demons in his mind, literally trying to punch his way to a better life. His powerful left hook promises much, but the demons he is wrestling with have a power all their own. The question for Isa is ... will the past ever let him free? </p><p class="""">A moving debut novel that packs an emotional punch based on the critically acclaimed play by Future D. Fidel. </p><p class="""">'Prize Fighter is a gripping read, as compelling as it is confronting. It is a testament to Fidel's craft and to the power of the human spirit.' — Books+Publishing. </p><p class="""">ISBN: 9780733639050 | Published: June 2018 | Paperback</p>",SQ2551121,,,,,,,29.99,0,No,2,"/region/oceania/australia, /region/africa/democratic-republic-of-congo, /black, /genre/general-fiction","Congolese, Congolese-Australian, African Australian, refugees, debut, war",0.36,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3df148ef5364fcdf165e1/1604575004271/FUTURE+D+FIDEL+prize+fighter.jpg
5fa27229d3c0dd76edb12238,a5439456-ae0b-43ed-987b-10c3aac02fea,PHYSICAL,the-store,the-freedom-artist,The Freedom Artist by Ben Okri,"<p class="""">An impassioned plea for freedom and justice, by the Man Booker-winner Ben Okri.</p><p class="""">One of 2019's most anticipated novels in THE TIMES , IRISH TIMES and GUARDIAN. </p><p class="""">'Where fiction's master of enchantments stares down a real horror, and without blinking or flinching, produces a work of beauty, grace and uncommon power' — MARLON JAMES, winner of the Man Booker Prize 2015. </p><p class="""">In a world uncomfortably like our own, a young woman called Amalantis is arrested for asking a question. Her question is this: Who is the Prisoner? When Amalantis disappears, her lover Karnak goes looking for her. He searches desperately at first, then with a growing realization. To find Amalantis, he must first understand the meaning of her question. Karnak's search leads him into a terrifying world of lies, oppression and fear at the heart of which lies the Prison. Then Karnak discovers that he is not the only one looking for the truth. </p><p class=""""><em>The Freedom Artist</em> is an impassioned plea for justice and a penetrating examination of how freedom is threatened in a post-truth society. In Ben Okri's most significant novel since the Booker Prize-winning <em>The Famished Road</em>, he delivers a powerful and haunting call to arms. </p><p class="""">'Ben Okri is that rare thing, a literary and social visionary, a writer for whom all three — literature, culture and vision — are profoundly interwoven' — ALI SMITH . </p><p class="""">ISBN: 9781788549608 | Published: February 2019 | Paperback</p>",SQ0827637,,,,,,,29.99,0,No,3,"/region/africa/nigeria, /genre/sci-fi-fantasy, /genre/general-fiction","dystopia, Romance, speculative fiction",0.36,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3de94cf10c7712b3092bd/1604574871601/BEN+OKRI+the+freedom+fighter.jpg
5fa27229d3c0dd76edb1225b,04bbe560-4841-4fd0-bd0b-5bca60df5ab5,PHYSICAL,the-store,white-teeth,White Teeth by Zadie Smith,"<p class="""">At the center of this invigorating novel are two unlikely friends, Archie Jones and Samad Iqbal. Hapless veterans of World War II, Archie and Samad and their families become agents of England’s irrevocable transformation. </p><p class="""">A second marriage to Clara Bowden, a beautiful, albeit tooth-challenged, Jamaican half his age, quite literally gives Archie a second lease on life, and produces Irie, a knowing child whose personality doesn’t quite match her name (Jamaican for “no problem”). Samad’s late-in-life arranged marriage (he had to wait for his bride to be born), produces twin sons whose separate paths confound Iqbal’s every effort to direct them, and a renewed, if selective, submission to his Islamic faith. </p><p class="""">Set against London’s racial and cultural tapestry, venturing across the former empire and into the past as it barrels toward the future, <em>White Teeth</em> revels in the ecstatic hodgepodge of modern life, flirting with disaster, confounding expectations, and embracing the comedy of daily existence.</p><p class="""">ISBN: 9780140276336 | Published: April 2000 | Paperback</p>",SQ2817284,,,,,,,22.99,0,No,1,"/genre/historical-fiction, /region/ukeurope/england, /genre/literary-fiction, /mixed-race, /black, /genre/general-fiction","lit fic, mixed, debut, Black, Black British, muslim, British-Muslim, modern classic, Jamaican-British, bangladeshi-british, multigenerational",0.38,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3d8de889f954d19736144/1604573418518/ZADIE+SMITH+white+teeth.jpg
5fa2722ad3c0dd76edb12270,eea3edc8-1c22-48b3-b72d-8f9480071e78,PHYSICAL,the-store,severance,Severance by Ling Ma,"<p class="""">Named a Best Book of 2018 by: NPR; Elle; Marie Claire; Buzzfeed; Refinery29; Jezebel; Bustle; Electric Literature; Lit Hub; BookPage; Bookish; Mental Floss; Chicago Review of Books; HuffPost; Electric Literature; A.V. Club; Jezebel; Vulture </p><p class="""">Candace Chen, a millennial drone self-sequestered in a Manhattan office tower, is devoted to routine: her work, watching movies with her boyfriend, avoiding thoughts of her recently deceased Chinese immigrant parents. So she barely notices when a plague of biblical proportions sweeps the world. </p><p class="""">Candace joins a small group of survivors, led by the power-hungry Bob, on their way to the Facility, where, Bob promises, they will have everything they need to start society anew. But Candace is carrying a secret she knows Bob will exploit. Should she escape from her rescuers? </p><p class="""">A send-up and takedown of the rituals, routines and missed opportunities of contemporary life, <em>Severance</em> is a moving family story, a deadpan satire and a heartfelt tribute to the connections that drive us to do more than survive.</p><p class="""">ISBN: 9781925773279 | Published: August 2019 | Paperback</p>",SQ0543376,,,,,,,29.99,0,No,5,"/region/america/usa, /genre/sci-fi-fantasy, /genre/general-fiction","2020 hits, asian-american, pandemic, chinese-american, contemporary, dystopia, speculative fiction",0.4,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa3de7bc4d06f178cb537f2/1604574850609/LING+MA+severance.jpg
5fa2722ad3c0dd76edb1227a,54a4eef0-02ed-4511-ac6f-5737ba16e4b4,PHYSICAL,the-store,the-good-muslim,The Good Muslim by Tahmima Anam,"<p class="""">Shortlisted, DSC Prize For South Asian Literature, 2013 <br>Longlisted, Man Asian Literary Award, 2011 </p><p class="""">One hot afternoon in a remote Bangladeshi village, a telegram brings life-changing news to Maya Haque’s door. Eight years before, a brutal war tore Maya’s country — and her family — apart. Now Maya realises it is time to return home at last. She arrives to find that everything has changed. Her old friends have been seduced by the lure of new money, her city streets have been renamed and the freedom she had once yearned for is a long-forgotten dream. </p><p class="""">Worst of all, her beloved brother, Sohail, has become a stranger to her, abandoning his liberal beliefs to become a strict religious leader. As she attempts to come to grips with her brother’s radicalism, Maya will be forced to rethink what it means to be a good daughter, sister, friend and citizen — and a good Muslim. </p><p class="""">Set in the dusty streets of Dhaka and the villages and river-islands of rural Bangladesh, at a time when the rise of religious fundamentalism was a whisper in the wind, <em>The Good Muslim</em> is an epic, unforgettable story of the challenges of peace in the long shadow of war. It is a novel that cleaves to the simple truth that shape all of our lives: that the bonds of family and love often strain to bear the weight of history. </p><p class="""">ISBN: 9781921758287| Published: May 2011 | Paperback</p>",SQ2878055,,,,,,,29.95,0,No,3,"/genre/historical-fiction, /region/asia/south-asia/bangladesh","muslim, Award Winner, war, radicalism, faith",0.35,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa60fd0ea796d34dede4372/1604718553610/TAHMIMA+ANAM+the+good+muslim.jpg
5fa2722bd3c0dd76edb1229d,bf48ad45-d0b3-4acb-9aa1-512e0a9cb731,PHYSICAL,the-store,half-blood-blues,Half Blood Blues by Esi Edugyan,"<p class="""">‘Chip told us not to go out. Said, don't you boys tempt the devil. But it been one brawl of a night, I tell you.’ </p><p class="""">The aftermath of the fall of Paris, 1940. Hieronymous Falk, a rising star on the cabaret scene, was arrested in a cafe and never heard from again. He was twenty years old. He was a German citizen. And he was black. </p><p class="""">Fifty years later, Sid, Hiero's bandmate and the only witness that day, is going back to Berlin. Persuaded by his old friend Chip, Sid discovers there's more to the journey than he thought when Chip shares a mysterious letter, bringing to the surface secrets buried since Hiero's fate was settled. </p><p class="""">In <em>Half Blood Blues</em>, Esi Edugyan weaves the horror of betrayal, the burden of loyalty and the possibility that, if you don't tell your story, someone else might tell it for you. And they just might tell it wrong ... </p><p class="""">ISBN: 9781788161770 | Published:  April 2011 | Paperback</p>",SQ3238657,,,,,,,19.99,0,No,3,"/region/america/usa, /genre/historical-fiction, /region/ukeurope/france, /genre/literary-fiction, /mixed-race, /black, /region/america/canada","Man booker shortlist, WWII, Black, Black American, mixed, German-American, music, Black Canadian, Award Winner",0.28,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa61005f6d39911882d985a/1604718601870/ESI+EDUGYAN+half+blood+blues.jpg
5fa2722bd3c0dd76edb122a8,1d17b5c9-871c-403c-aae0-7fea913f1fc1,PHYSICAL,the-store,eva-luna,Eva Luna by Isabel Allende,"<p class=""""><strong>Translated by Margaret Sayers Peden</strong></p><p class="""">‘My name is Eva, which means ""life"", according to a book of names my mother consulted. I was born in the back room of a shadowy house, and grew up amidst ancient furniture, books in Latin, and human mummies, but none of those things made me melancholy, because I came into the world with a breath of the jungle in my memory.'</p><p class="""">Isabel Allende tells the sweet and sinister story of an orphan who beguiles the world with her astonishing visions, triumphing over the worst of adversity and bringing light to a dark place.</p><p class="""">ISBN: 9780241951651 | Published: May 2011 | Paperback</p>",SQ8084881,,,,,,,19.99,0,No,4,"/genre/historical-fiction, /region/latin-america/chile, /genre/translated, /genre/classics, /genre/general-fiction","Chile, Spanish, translated, chilean-american, classic, Magical Realism",0.17,0,0,0,Yes,https://static1.squarespace.com/static/5f700c249c46e86db79c8d50/5f70550a35ffa16c0e7643b8/5fa60aea36ca92025d1e3027/1604717315601/ISABEL+ALLENDE+eva+luna.jpg
